"""Site name""","URL","Teams","Channel sites","Storage used (GB)","Primary admin","Hub","Template","Last activity (UTC)","Date created","Created by","Storage limit (GB)","Storage used (%)","Microsoft 365 group","Files viewed or edited","Page views","Page visits","Files","Sensitivity","External sharing","Segments","CorrectedUrl"
"RUHO-1195-DENOVO","https://orielstat.sharepoint.com/sites/ruho-1195-denovo","FALSE","","0.02","","","Team site","","3/11/2021 9:06","RUHO-1195-DENOVO Owners","25600","0","TRUE","0","0","0","13","","On","",
"S2EQ-1453-FDAMOCKAUDIT","https://orielstat.sharepoint.com/sites/s2eq-1453-fdamockaudit","FALSE","","0.33","","","Team site","1/25/2022 16:00","9/9/2021 5:22","S2EQ-1453-FDAMOCKAUDIT Owners","25600","0","TRUE","1","1","1","72","","On","",
"SAFE-1429-IVDR-CON","https://orielstat.sharepoint.com/sites/safe-1429-ivdr-con","FALSE","","0.01","","","Team site","2/3/2022 16:00","8/27/2021 6:42","SAFE-1429-IVDR-CON Owners","25600","0","TRUE","24","11","2","85","","On","",
"SAGE-0627-INT-GMP210-211","https://orielstat.sharepoint.com/sites/sage-0627-int-gmp210-211","FALSE","","0.08","","","Team site","9/14/2021 17:00","10/18/2019 6:48","Deborah Hatcher","25600","0","TRUE","0","0","0","182","","On","",
"SAGE-1116-INTERNAL - MDR + 13485 + QSR","https://orielstat.sharepoint.com/sites/sage-1116-internal-mdrmdsap","FALSE","","0.77","","","Team site","1/26/2022 16:00","1/20/2021 13:38","SAGE-1116-INTERNAL - MDR + MDSAP Owners","25600","0","TRUE","4","2","2","622","","On","","https://validanto365.sharepoint.com/sites/OSAM-sage-1116-internal-mdrmdsap"
"SAGE-1346-AUDIT-PHARM","https://orielstat.sharepoint.com/sites/sage-1346-audit-pharm","FALSE","","0.79","","","Team site","1/25/2022 16:00","6/10/2021 10:01","SAGE-1346-AUDIT-PHARM Owners","25600","0","TRUE","1","1","1","316","","On","",
"Sales and Marketing","https://orielstat.sharepoint.com/sites/SalesandMarketing","FALSE","","0","","","Team site","1/25/2022 16:00","1/10/2022 13:22","Sales and Marketing Owners","25600","0","TRUE","4","1","1","6","","On","","https://validanto365.sharepoint.com/sites/OSAM-SalesandMarketing"
"Saluber- Multitask Projects","https://orielstat.sharepoint.com/sites/saluber-multitaskprojects","FALSE","","0.29","","","Team site","2/26/2020 16:00","1/28/2019 13:35","Pavan Sundrani","25600","0","TRUE","0","0","0","385","","On","","https://validanto365.sharepoint.com/sites/OSAM-saluber-multitaskprojects"
"SALU-CON-510(K)-0019","https://orielstat.sharepoint.com/sites/con-510k-salu-0019","FALSE","","0.2","","","Team site","5/6/2019 17:00","9/13/2017 9:39","CON-510(K)-SALU-0019","25600","0","TRUE","0","0","0","260","","On","","https://validanto365.sharepoint.com/sites/OSAM-con-510k-salu-0019"
"SALU-CON-BASELINE-13458-Nov.2018-0338","https://orielstat.sharepoint.com/sites/salu-con-baseline-13458-nov.2018-0338","FALSE","","0.03","","","Team site","8/2/2021 17:00","11/27/2018 8:32","Nicole Hedlund","25600","0","TRUE","0","0","0","22","","On","",
"SALU-PE-GENCONS-May2018-0226","https://orielstat.sharepoint.com/sites/salu-pe-gencons-may2018-0226","FALSE","","0.2","","","Team site","10/15/2020 17:00","5/29/2018 8:52","Nicole Hedlund","25600","0","TRUE","0","0","0","112","","On","",
"SCIE-CON-BASELINE-13458/QSR-AUG2018-0255","https://orielstat.sharepoint.com/sites/scie-con-baseline-13458qsr-aug2018-0255","FALSE","","0.02","","","Team site","4/27/2019 17:00","7/29/2018 14:06","Nicole Hedlund","25600","0","TRUE","0","0","0","11","","On","","https://validanto365.sharepoint.com/sites/OSAM-scie-con-baseline-13458qsr-aug2018-0255"
"SCIENION-QMS-13485-0129","https://orielstat.sharepoint.com/sites/scienion-qms-13485-0129","FALSE","","0","","","Team site","4/27/2019 17:00","1/8/2018 6:39","Cisco Medina","25600","0","TRUE","0","0","0","6","","On","",
"Screen Share Test Team","https://orielstat.sharepoint.com/sites/ScreenShareTestTeam","FALSE","","0","","","Team site","","8/10/2020 18:36","Screen Share Test Team Owners","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-ScreenShareTestTeam"
"SEEG-1072-BASE-IVDR","https://orielstat.sharepoint.com/sites/seeg-1072-base-ivdr","FALSE","","0.08","","","Team site","8/4/2021 17:00","12/11/2020 10:29","SEEG-1072-BASE-IVDR Owners","25600","0","TRUE","0","0","0","137","","On","",
"SHAP-1206-EU-MDR-TRANSITION","https://orielstat.sharepoint.com/sites/shap-1206-eu-mdr-transition","FALSE","","0.07","","","Team site","11/6/2021 17:00","3/24/2021 5:51","SHAP-1206-EU-MDR-TRANSITION Owners","25600","0","TRUE","0","0","0","36","","On","",
"SHOC-1232-QMS-14000","https://orielstat.sharepoint.com/sites/shoc-1232-qms-14000","FALSE","","0.02","","","Team site","1/25/2022 16:00","8/4/2021 6:06","SHOC-1232-QMS-14000 Owners","25600","0","TRUE","4","1","1","27","","On","",
"SOPHiA Genetics Training","https://orielstat.sharepoint.com/sites/sopiiageneticstraining","FALSE","","0.04","","","Team site","3/29/2021 17:00","9/1/2020 10:51","Deborah Hatcher","25600","0","TRUE","0","0","0","50","","On","","https://validanto365.sharepoint.com/sites/OSAM-sopiiageneticstraining"
"Spacelabs-MOCK-MDSAP-NOV2017-0095","https://orielstat.sharepoint.com/sites/spacelabs-mock-mdsap-nov2017-0095","FALSE","","0","","","Team site","4/27/2019 17:00","11/7/2017 11:44","Spacelabs-MOCK-MDSAP-NOV2017-0095","25600","0","TRUE","0","0","0","4","","On","",
"SSWH-1114-BASE-MDR","https://orielstat.sharepoint.com/sites/sswh-1114-base-mdr","FALSE","","0","","","Team site","1/30/2022 16:00","3/4/2021 6:31","SSWH-1114-BASE-MDR Owners","25600","0","TRUE","2","1","1","336","","On","",
"SSWH-1373-DOC-REM","https://orielstat.sharepoint.com/sites/sswh-1373-doc-rem","FALSE","","0.52","","","Team site","2/3/2022 16:00","6/28/2021 8:02","SSWH-1373-DOC-REM Owners","25600","0","TRUE","28","9","3","751","","On","",
"Stephanie and Heidi","https://orielstat.sharepoint.com/sites/StephanieandHeidi","FALSE","","0","","","Team site","1/21/2022 16:00","1/19/2022 6:15","Stephanie and Heidi Owners","25600","0","TRUE","2","1","1","4","","On","","https://validanto365.sharepoint.com/sites/OSAM-StephanieandHeidi"
"STRY-0560-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/stry-0560-audit-13485qsr","FALSE","","0.23","","","Team site","5/18/2020 17:00","8/1/2019 12:57","Deborah Hatcher","25600","0","TRUE","0","0","0","225","","On","","https://validanto365.sharepoint.com/sites/OSAM-stry-0560-audit-13485qsr"
"SWAY-1454-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/sway-1454-audit-13485qsr","FALSE","","0.05","","","Team site","1/25/2022 16:00","8/30/2021 11:06","SWAY-1454-AUDIT-13485/QSR Owners","25600","0","TRUE","1","1","1","41","","On","","https://validanto365.sharepoint.com/sites/OSAM-sway-1454-audit-13485qsr"
"Sydney Neuroimaging Analysis Centre","https://orielstat.sharepoint.com/sites/sydneyneuroimaginganalysiscentre","FALSE","","0.03","","","Team site","5/23/2021 17:00","5/27/2020 9:40","Deborah Hatcher","25600","0","TRUE","0","0","0","95","","On","","https://validanto365.sharepoint.com/sites/OSAM-sydneyneuroimaginganalysiscentre"
"SYNA-0583-AXSESS-MDR","https://orielstat.sharepoint.com/sites/syna-0583-axsess-mdr","FALSE","","0","","","Team site","10/18/2020 17:00","9/11/2019 7:19","Deborah Hatcher","25600","0","TRUE","0","0","0","9","","On","",
"SYNT-0790-510(K)","https://orielstat.sharepoint.com/sites/synt-0790-510k","FALSE","","0.15","","","Team site","5/31/2021 17:00","3/30/2020 7:54","Deborah Hatcher","25600","0","TRUE","0","0","0","108","","On","","https://validanto365.sharepoint.com/sites/OSAM-synt-0790-510k"
"SYNT-1147-QMS-13485-QSR","https://orielstat.sharepoint.com/sites/synt-1147-qms-13485-qsr","FALSE","","0.01","","","Team site","5/31/2021 17:00","2/22/2021 11:02","SYNT-1147-QMS-13485-QSR Owners","25600","0","TRUE","0","0","0","11","","On","",
"SYNT-1600-REGSTRAT-EU+US","https://orielstat.sharepoint.com/sites/synt-1600-regstrat-euus","FALSE","","0.01","","","Team site","1/30/2022 16:00","1/25/2022 10:55","SYNT-1600-REGSTRAT-EU+US Owners","25600","0","TRUE","8","4","1","16","","On","","https://validanto365.sharepoint.com/sites/OSAM-synt-1600-regstrat-euus"
"Team JNJ","https://orielstat.sharepoint.com/sites/TeamJNJ","TRUE","","0","","","Team site","2/6/2022 16:00","10/13/2021 11:03","Team JNJ Owners","25600","0","TRUE","1","0","0","1","","On","","https://validanto365.sharepoint.com/sites/OSAM-TeamJNJ"
"Tech Support","https://orielstat.sharepoint.com/sites/techsupport","FALSE","","0","","","Team site","10/26/2020 17:00","12/28/2019 9:52","Ken Melanson","25600","0","TRUE","0","0","0","2","","On","","https://validanto365.sharepoint.com/sites/OSAM-techsupport"
"TECH-0845-QMS-13485-QSR","https://orielstat.sharepoint.com/sites/tech-0845-qms-13485-qsr","FALSE","","0.57","","","Team site","1/30/2022 16:00","6/10/2020 10:23","Deborah Hatcher","25600","0","TRUE","10","1","1","509","","On","",
"Technical Team","https://orielstat.sharepoint.com/sites/technicalteam","FALSE","","0","","","Team site","10/19/2020 17:00","10/3/2019 15:06","Chad Hedlund","25600","0","TRUE","0","0","0","5","","On","","https://validanto365.sharepoint.com/sites/OSAM-technicalteam"
"TempSite","https://orielstat.sharepoint.com/sites/OSAM-OSAM-TestSite","FALSE","","0","","","Team site","2/4/2022 16:00","2/1/2022 10:59","TempSite Owners","25600","0","TRUE","1","2","1","2","","On","","https://validanto365.sharepoint.com/sites/OSAM-OSAM-OSAM-TestSite"
"TERU-1030-AXSESS-MDR","https://orielstat.sharepoint.com/sites/teru-1030-axsess-mdr","FALSE","","0.18","","","Team site","1/25/2022 16:00","12/7/2020 8:29","Deborah Hatcher","25600","0","TRUE","1","2","1","156","","On","",
"TERU-1095-AXSESS-MDR","https://orielstat.sharepoint.com/sites/teru-1095-axsess-mdr","FALSE","","0.01","","","Team site","1/25/2022 16:00","1/13/2021 8:41","TERU-1095-AXSESS-MDR Owners","25600","0","TRUE","1","2","1","18","","On","",
"Terumo-MOCK-MDSAP-ISO9-Jan2018-0076","https://orielstat.sharepoint.com/sites/terumo-mock-mdsap-iso9-jan2018-0076","FALSE","","0.01","","","Team site","4/27/2019 17:00","11/7/2017 11:11","Terumo-MOCK-MDSAP-ISO9-Jan2018-0076","25600","0","TRUE","0","0","0","23","","On","",
"Test Comms Team Comm Sharepoint Site","https://orielstat.sharepoint.com/sites/TestCommsTeamCommSharepointSite","FALSE","","0","Amy Pflug","","Communication site","9/17/2021 17:00","6/9/2021 14:10","Amy Pflug","25600","0","FALSE","0","0","0","3","","Off","","https://validanto365.sharepoint.com/sites/OSAM-TestCommsTeamCommSharepointSite"
"Test plan","https://orielstat.sharepoint.com/sites/Testplan","FALSE","","0","","","Team site","2/4/2022 16:00","1/26/2022 14:25","Test plan Owners","25600","0","TRUE","0","1","1","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-Testplan"
"TestPlan2","https://orielstat.sharepoint.com/sites/TestPlan2","FALSE","","0","","","Team site","","1/26/2022 14:44","TestPlan2 Owners","25600","0","TRUE","0","0","0","0","","On","",
"TESTSITE3","https://orielstat.sharepoint.com/sites/TESTSITE3","FALSE","","0","Jeremy Huson","","Team site (classic experience)","","2/5/2022 1:17","Jeremy Huson","25600","0","FALSE","0","0","0","1","","Off","",
"TESTSITE4","https://orielstat.sharepoint.com/sites/TESTSITE4","FALSE","","0","Jeremy Huson","","Team site (classic experience)","","2/5/2022 1:16","Jeremy Huson","25600","0","FALSE","0","0","0","1","","Off","",
"TESTSITE5","https://orielstat.sharepoint.com/sites/TESTSITE5","FALSE","","0","Jeremy Huson","","Team site (classic experience)","","2/5/2022 1:19","Jeremy Huson","25600","0","FALSE","0","0","0","1","","Off","",
"TESTSITE6","https://orielstat.sharepoint.com/sites/TESTSITE6","FALSE","","0","Jeremy Huson","","Team site (classic experience)","","2/5/2022 1:21","Jeremy Huson","25600","0","FALSE","0","0","0","1","","Off","",
"TESTSITE7","https://orielstat.sharepoint.com/sites/TESTSITE7","FALSE","","0","Jeremy Huson","","Team site (classic experience)","","2/5/2022 1:22","Jeremy Huson","25600","0","FALSE","0","0","0","1","","Off","",
"TESTSITE8","https://orielstat.sharepoint.com/sites/TESTSITE8","FALSE","","0","Jeremy Huson","","Team site (classic experience)","","2/5/2022 1:24","Jeremy Huson","25600","0","FALSE","0","0","0","1","","Off","",
"TEYE-1093-EUA","https://orielstat.sharepoint.com/sites/teye-1093-eua","FALSE","","0.01","","","Team site","7/21/2021 17:00","2/3/2021 13:13","TEYE-1093-EUA Owners","25600","0","TRUE","0","0","0","12","","On","",
"THEC-1576-BASELINE-QSR","https://orielstat.sharepoint.com/sites/thec-1576-baseline-qsr","FALSE","","0.11","","","Team site","2/6/2022 16:00","1/10/2022 13:14","THEC-1576-BASELINE-QSR Owners","25600","0","TRUE","42","6","4","53","","On","",
"THER-1297-CEMARK","https://orielstat.sharepoint.com/sites/ther-1297-cemark","FALSE","","0.19","","","Team site","2/2/2022 16:00","9/1/2021 8:47","THER-1297-CEMARK Owners","25600","0","TRUE","92","0","0","136","","On","",
"TIDI-1371-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/tidi-1371-audit-13485qsr","FALSE","","0.48","","","Team site","1/31/2022 16:00","6/25/2021 6:04","TIDI-1371-AUDIT-13485/QSR Owners","25600","0","TRUE","2","2","1","234","","On","","https://validanto365.sharepoint.com/sites/OSAM-tidi-1371-audit-13485qsr"
"TISS-0479-AUDIT-MDSAP","https://orielstat.sharepoint.com/sites/tiss-0479-audit-mdsap","FALSE","","0.02","","","Team site","3/2/2020 16:00","4/30/2019 7:21","Pavan Sundrani","25600","0","TRUE","0","0","0","53","","On","",
"TISS-0602-SUPPLIER-AUDIT-QSR-13485","https://orielstat.sharepoint.com/sites/tiss-0602-supplier-audit-qsr-13485","FALSE","","0.02","","","Team site","1/27/2022 16:00","9/18/2019 7:35","Deborah Hatcher","25600","0","TRUE","2","1","1","30","","On","",
"TISS-0709-SUPPLIER-AUDIT-PHARMA","https://orielstat.sharepoint.com/sites/tiss-0709-supplier-audit-pharma","FALSE","","0.04","","","Team site","10/15/2020 17:00","1/21/2020 13:57","Deborah Hatcher","25600","0","TRUE","0","0","0","35","","On","",
"TORA-1273-INTERNAL-MDR","https://orielstat.sharepoint.com/sites/tora-1273-internal-mdr","FALSE","","0.42","","","Team site","1/25/2022 16:00","10/7/2021 13:02","TORA-1273-INTERNAL-MDR Owners","25600","0","TRUE","1","2","1","160","","On","",
"Training and Marketing Comms","https://orielstat.sharepoint.com/sites/TrainingandMarketingComms","FALSE","","0","","","Team site","2/6/2022 16:00","1/10/2022 9:10","Training and Marketing Comms Owners","25600","0","TRUE","1","1","1","2","","On","","https://validanto365.sharepoint.com/sites/OSAM-TrainingandMarketingComms"
"Training Unit","https://orielstat.sharepoint.com/sites/trainingunit2","FALSE","","0","","","Team site","","9/21/2017 14:11","Training Unit","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-trainingunit2"
"Training Unit","https://orielstat.sharepoint.com/sites/trainingunit97","FALSE","","0","","","Team site","","9/21/2017 14:12","Training Unit","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-trainingunit97"
"Training Unit Tools","https://orielstat.sharepoint.com/sites/TrainingUnitTools","FALSE","","0","","","Team site","12/13/2021 16:00","8/30/2021 13:49","Training Unit Tools Owners","25600","0","TRUE","0","0","0","9","","On","","https://validanto365.sharepoint.com/sites/OSAM-TrainingUnitTools"
"Transition/Remediation Services Alignment Team","https://orielstat.sharepoint.com/sites/TransitionRemediationServicesAlignmentTeam","TRUE","","0","","","Team site","2/2/2022 16:00","6/26/2020 11:40","Transition/Remediation Services Alignment Team Owners","25600","0","TRUE","1","0","0","6","","On","","https://validanto365.sharepoint.com/sites/OSAM-TransitionRemediationServicesAlignmentTeam"
"TTT","https://orielstat.sharepoint.com/sites/TTT","FALSE","","0","","","Team site","2/6/2022 16:00","1/25/2022 7:27","TTT Owners","25600","0","TRUE","7","36","9","2","","On","",
"TU Team","https://orielstat.sharepoint.com/sites/TUTeam","TRUE","","0","","","Team site","2/3/2022 16:00","7/28/2020 9:42","TU Team Owners","25600","0","TRUE","13","0","0","33","","On","","https://validanto365.sharepoint.com/sites/OSAM-TUTeam"
"TURN-0624-BASE-MDR","https://orielstat.sharepoint.com/sites/turn-0624-base-mdr","FALSE","","0.06","","","Team site","12/1/2021 16:00","11/22/2019 9:15","Deborah Hatcher","25600","0","TRUE","0","0","0","65","","On","",
"TWIS-0783-BASE-IVDR","https://orielstat.sharepoint.com/sites/twis-0783-base-ivdr","FALSE","","0.06","","","Team site","1/25/2022 16:00","5/14/2020 13:53","Deborah Hatcher","25600","0","TRUE","2","2","2","110","","On","",
"TWIS-1527-IVDR-CON","https://orielstat.sharepoint.com/sites/twis-1527-ivdr-con","FALSE","","0","","","Team site","1/29/2022 16:00","11/16/2021 5:32","TWIS-1527-IVDR-CON Owners","25600","0","TRUE","2","1","1","17","","On","",
"Ultralife-MOCK-ISO13485_9001-JAN2018-0087","https://orielstat.sharepoint.com/sites/ultralife-mock-iso13485_9001-jan2018-0087","FALSE","","0.02","","","Team site","4/28/2019 17:00","11/7/2017 11:33","Ultralife-MOCK-ISO13485_9001-JAN2018-0087","25600","0","TRUE","0","0","0","37","","On","",
"UMG/-0415-RA/QACONSULT","https://orielstat.sharepoint.com/sites/umg-0415-raqaconsult","FALSE","","0.02","","","Team site","5/18/2020 17:00","3/5/2019 12:29","Pavan Sundrani","25600","0","TRUE","0","0","0","42","","On","","https://validanto365.sharepoint.com/sites/OSAM-umg-0415-raqaconsult"
"UMG-0441-BASELINE-MDSAP","https://orielstat.sharepoint.com/sites/umg-0441-baseline-mdsap","FALSE","","0.01","","","Team site","3/30/2021 17:00","4/2/2019 10:40","Pavan Sundrani","25600","0","TRUE","0","0","0","28","","On","",
"UNIV-1161-BASE-IVDR","https://orielstat.sharepoint.com/sites/univ-1161-base-ivdr","FALSE","","0.19","","","Team site","10/17/2021 17:00","3/18/2021 8:10","UNIV-1161-BASE-IVDR Owners","25600","0","TRUE","0","0","0","182","","On","",
"UNIV-1377-CEMARK","https://orielstat.sharepoint.com/sites/univ-1377-cemark","FALSE","","0.02","","","Team site","8/15/2021 17:00","7/2/2021 13:23","UNIV-1377-CEMARK Owners","25600","0","TRUE","0","0","0","26","","On","",
"URES-0659-PREAXX - MDR + MDSAP","https://orielstat.sharepoint.com/sites/ures-0659-preaxx-mdrmdsap","FALSE","","1.51","","","Team site","1/25/2022 16:00","12/20/2019 12:50","Deborah Hatcher","25600","0","TRUE","1","1","1","271","","On","","https://validanto365.sharepoint.com/sites/OSAM-ures-0659-preaxx-mdrmdsap"
"URES-1004-QMS-13485","https://orielstat.sharepoint.com/sites/ures-1004-qms-13485","FALSE","","0.4","","","Team site","4/21/2021 17:00","9/17/2020 5:50","Deborah Hatcher","25600","0","TRUE","0","0","0","25","","On","",
"URES-1163-AXSESS-MDR","https://orielstat.sharepoint.com/sites/ures-1163-axsess-mdr","FALSE","","2.04","","","Team site","1/31/2022 16:00","3/1/2021 13:03","URES-1163-AXSESS-MDR Owners","25600","0","TRUE","4","3","1","590","","On","",
"URES-1582-INT- HYB","https://orielstat.sharepoint.com/sites/ures-1582-int-hyb","FALSE","","0.01","","","Team site","","1/26/2022 9:51","URES-1582-INT- HYB Owners","25600","0","TRUE","0","0","0","16","","On","","https://validanto365.sharepoint.com/sites/OSAM-ures-1582-int-hyb"
"URES-CON-AUDIT-MDSAP-APR2019-0346","https://orielstat.sharepoint.com/sites/ures-con-audit-mdsap-apr2019-0346","FALSE","","0","","","Team site","2/4/2019 16:00","12/27/2018 7:57","Nicole Hedlund","25600","0","TRUE","0","0","0","8","","On","",
"URES-CON-AUDIT-MDSAP-MARCH2019-0346","https://orielstat.sharepoint.com/sites/ures-con-audit-mdsap-march2019-0346","FALSE","","0.01","","","Team site","4/9/2020 17:00","2/12/2019 8:37","Pavan Sundrani","25600","0","TRUE","0","0","0","101","","On","",
"UTAK-0968-BASE-IVDR","https://orielstat.sharepoint.com/sites/utak-0968-base-ivdr","FALSE","","1","","","Team site","1/30/2022 16:00","11/6/2020 12:56","Deborah Hatcher","25600","0","TRUE","6","3","1","1027","","On","",
"Validant-OSAM Info Sharing","https://orielstat.sharepoint.com/sites/Validant-OSAMInfoSharing","TRUE","","0.01","","","Team site","4/12/2021 17:00","2/22/2021 12:43","Validant-OSAM Info Sharing Owners","25600","0","TRUE","0","0","0","5","","On","","https://validanto365.sharepoint.com/sites/OSAM-Validant-OSAMInfoSharing"
"VAPO-0628-INTERNAL-MDR","https://orielstat.sharepoint.com/sites/vapo-0628-internal-mdr","FALSE","","0.01","","","Team site","4/14/2021 17:00","10/24/2019 8:50","Deborah Hatcher","25600","0","TRUE","0","0","0","14","","On","",
"VAPO-1225-INTERNAL-MDR","https://orielstat.sharepoint.com/sites/vapo-1225-internal-mdr","FALSE","","0.02","","","Team site","1/25/2022 16:00","3/29/2021 10:27","VAPO-1225-INTERNAL-MDR Owners","25600","0","TRUE","2","1","1","31","","On","",
"VAPO-1500-AUDIT-MDSAP","https://orielstat.sharepoint.com/sites/vapo-1500-audit-mdsap","FALSE","","0.29","","","Team site","1/25/2022 16:00","10/8/2021 13:35","VAPO-1500-AUDIT-MDSAP Owners","25600","0","TRUE","1","1","1","24","","On","",
"VAPO-CON-BASE-MDR-APR2019-0324","https://orielstat.sharepoint.com/sites/vapo-con-base-mdr-apr2019-0324","FALSE","","0.15","","","Team site","7/28/2020 17:00","12/27/2018 7:52","Nicole Hedlund","25600","0","TRUE","0","0","0","41","","On","",
"VEEP TEAM","https://orielstat.sharepoint.com/sites/VEEPTEAM","TRUE","","0.12","","","Team site","1/28/2022 16:00","1/15/2021 10:45","VEEP TEAM Owners","25600","0","TRUE","1","0","0","11","","On","","https://validanto365.sharepoint.com/sites/OSAM-VEEPTEAM"
"VENU-1376-EU-MDR-TRANSITION","https://orielstat.sharepoint.com/sites/venu-1376-eu-mdr-transition","FALSE","","0.01","","","Team site","8/9/2021 17:00","7/1/2021 7:37","VENU-1376-EU-MDR-TRANSITION Owners","25600","0","TRUE","0","0","0","11","","On","",
"VICT-1151-AUDIT-ISO9001","https://orielstat.sharepoint.com/sites/vict-1151-audit-iso9001","FALSE","","0.3","","","Team site","2/5/2022 16:00","7/30/2021 12:50","VICT-1151-AUDIT-ISO9001 Owners","25600","0","TRUE","47","9","4","85","","On","",
"VILT Class Files","https://orielstat.sharepoint.com/sites/viltclassfiles","FALSE","","35.9","","","Team site","2/6/2022 16:00","4/16/2020 11:23","Deborah Hatcher","25600","0","TRUE","2312","33","3","38464","","On","","https://validanto365.sharepoint.com/sites/OSAM-viltclassfiles"
"VILT Conversion Team","https://orielstat.sharepoint.com/sites/VILTConversionTeam","TRUE","1","0.01","","","Team site","2/2/2022 16:00","7/2/2020 10:27","VILT Conversion Team Owners","25600","0","TRUE","1","0","0","15","","On","","https://validanto365.sharepoint.com/sites/OSAM-VILTConversionTeam"
"WRIG-1230-INTERNAL-MDR","https://orielstat.sharepoint.com/sites/wrig-1230-internal-mdr","FALSE","","0.11","","","Team site","1/25/2022 16:00","4/6/2021 12:24","WRIG-1230-INTERNAL-MDR Owners","25600","0","TRUE","1","1","1","145","","On","",
"WRME-1490-BASE-MDR","https://orielstat.sharepoint.com/sites/wrme-1490-base-mdr","FALSE","","0.07","","","Team site","2/3/2022 16:00","12/6/2021 12:28","WRME-1490-BASE-MDR Owners","25600","0","TRUE","42","11","3","67","","On","",
"XENO-0646-BASE-MDR","https://orielstat.sharepoint.com/sites/xeno-0646-base-mdr","FALSE","","0","","","Team site","12/16/2021 16:00","12/19/2019 6:53","Deborah Hatcher","25600","0","TRUE","0","0","0","6","","On","",
"ZAP Surgical EU MDR Internal Audit","https://orielstat.sharepoint.com/sites/ZAPSurgicalEUMDRInternalAudit","TRUE","","0","","","Team site","1/27/2022 16:00","7/1/2021 11:56","ZAP Surgical EU MDR Internal Audit Owners","25600","0","TRUE","1","0","0","2","","On","","https://validanto365.sharepoint.com/sites/OSAM-ZAPSurgicalEUMDRInternalAudit"
"ZAPS-0811-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/zaps-0811-audit-13485qsr","FALSE","","0.13","","","Team site","1/25/2022 16:00","4/30/2020 12:00","Deborah Hatcher","25600","0","TRUE","1","2","1","214","","On","","https://validanto365.sharepoint.com/sites/OSAM-zaps-0811-audit-13485qsr"
"ZAPS-1587-INT- HYB","https://orielstat.sharepoint.com/sites/zaps-1587-int-hyb","FALSE","","0.01","","","Team site","","1/26/2022 5:42","ZAPS-1587-INT- HYB Owners","25600","0","TRUE","0","0","0","17","","On","","https://validanto365.sharepoint.com/sites/OSAM-zaps-1587-int-hyb"
