NewName,OLDSiteURL,CorrectedUrl,StorageQuota,SiteOwner,SiteTemplate
OSAM-UTAK-0968-BASE-IVDR,https://validanto365.sharepoint.com/sites/OSAM-UTAK-0968-BASE-IVDR,https://validanto365.sharepoint.com/sites/OSAM-utak-0968-base-ivdr,500,JHuson@Validant.com,STS#0
OSAM-Validant-OSAM Info Sharing,https://validanto365.sharepoint.com/sites/OSAM-Validant-OSAM Info Sharing,https://validanto365.sharepoint.com/sites/OSAM-Validant-OSAMInfoSharing,500,JHuson@Validant.com,STS#0
OSAM-VAPO-0628-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-VAPO-0628-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-vapo-0628-internal-mdr,500,JHuson@Validant.com,STS#0
OSAM-VAPO-1225-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-VAPO-1225-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-vapo-1225-internal-mdr,500,JHuson@Validant.com,STS#0
OSAM-VAPO-1500-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-VAPO-1500-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-vapo-1500-audit-mdsap,500,JHuson@Validant.com,STS#0
OSAM-VAPO-CON-BASE-MDR-APR2019-0324,https://validanto365.sharepoint.com/sites/OSAM-VAPO-CON-BASE-MDR-APR2019-0324,https://validanto365.sharepoint.com/sites/OSAM-vapo-con-base-mdr-apr2019-0324,500,JHuson@Validant.com,STS#0
OSAM-VEEP TEAM,https://validanto365.sharepoint.com/sites/OSAM-VEEP TEAM,https://validanto365.sharepoint.com/sites/OSAM-VEEPTEAM,500,JHuson@Validant.com,STS#0
OSAM-VENU-1376-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-VENU-1376-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-venu-1376-eu-mdr-transition,500,JHuson@Validant.com,STS#0
OSAM-VICT-1151-AUDIT-ISO9001,https://validanto365.sharepoint.com/sites/OSAM-VICT-1151-AUDIT-ISO9001,https://validanto365.sharepoint.com/sites/OSAM-vict-1151-audit-iso9001,500,JHuson@Validant.com,STS#0
OSAM-VILT Class Files,https://validanto365.sharepoint.com/sites/OSAM-VILT Class Files,https://validanto365.sharepoint.com/sites/OSAM-viltclassfiles,500,JHuson@Validant.com,STS#0
OSAM-VILT Conversion Team,https://validanto365.sharepoint.com/sites/OSAM-VILT Conversion Team,https://validanto365.sharepoint.com/sites/OSAM-VILTConversionTeam,500,JHuson@Validant.com,STS#0
OSAM-WRIG-1230-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-WRIG-1230-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-wrig-1230-internal-mdr,500,JHuson@Validant.com,STS#0
OSAM-WRME-1490-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-WRME-1490-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-wrme-1490-base-mdr,500,JHuson@Validant.com,STS#0
OSAM-XENO-0646-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-XENO-0646-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-xeno-0646-base-mdr,500,JHuson@Validant.com,STS#0
OSAM-ZAP Surgical EU MDR Internal Audit,https://validanto365.sharepoint.com/sites/OSAM-ZAP Surgical EU MDR Internal Audit,https://validanto365.sharepoint.com/sites/OSAM-ZAPSurgicalEUMDRInternalAudit,500,JHuson@Validant.com,STS#0
OSAM-ZAPS-0811-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-ZAPS-0811-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-zaps-0811-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-ZAPS-1587-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-ZAPS-1587-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-zaps-1587-int-hyb,500,JHuson@Validant.com,STS#0
